n_trials,a_bias,v_bias,t0_bias,a_squared_error,v_squared_error,t0_squared_error
10,-0.04759258119764325,1.2458161148435822,-0.20718514743720542,0.7889095166310732,9.303400089232461,2.7184977214100514
40,-0.07291981462104034,0.8344222570507449,-0.21163717957120481,0.956624066411178,2.467556277988165,6.044723977753848
4000,-0.2098873745266469,0.6721182785847526,0.05193737910686023,0.2533624812531421,1.034945579800589,0.08811127880298276
